Fuente;Mensaje;Etiqueta;Descripcion
PAGINAS_APOYO_PSICOLOGICO;si me amaras me darías otra oportunidad! Pero tu no confias en mi todas las mujeres son iguales!!!!;1;CHANTAJE_EMOCIONAL
BLOG;SI ME AMARAS ME DARÍAS OTRA OPORTUNIDAD! TU NO ME AMAS DE VERDAD YA LO SABÍA :(;1;CHANTAJE_EMOCIONAL
BLOG;Si me amaras me darías todo tu tiempo!! Tú nunca me amaste por eso no soy tu prioridad!! :(;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me amaras me entenderías estaba borracho! Solo fue una noche! Te juro que esta fue la ultima vez!;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras me perdonarías de verdad! Tu sigues molesta ahí se ve que no me amas de verdad!!!;1;CHANTAJE_EMOCIONAL
BLOG;SI me amaras me perdonarías pero se ve que nunca te importé! Ella fue solo una noche! No podemos olvidarlo? No estés recordandolo siempre!;1;CHANTAJE_EMOCIONAL
TWEET;Si me amaras me perdonarias pero tu nunca me amaste! Por eso vas a quedarte sola te voy a dejar yo a ti;1;CHANTAJE_EMOCIONAL
BLOG;Si me amaras me perdonarías! Es que no me amas? Te  juro que voy a cambiar por qué no confias en mi?;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras me perdonarías! Es que no me amas? Todo sera diferente te o juro;1;CHANTAJE_EMOCIONAL
TWEET;Si me amaras me perdonarías! Fue solo una vez! No permitas que nos separen fue solo una noche pero ella no me importa;1;CHANTAJE_EMOCIONAL
TWEET;Si me amaras me perdonarías! Fue solo una vez! Quieres que peleemos para que me sienta mal y me heche la culpa! Tu no me amas!;1;CHANTAJE_EMOCIONAL
TWEET;Si me amaras me perdonarías! Pero ahí se ve que ni siquiera confías en mi! Si yo te quiero por qué tu no puedes amarme con la misma intensidad!;1;CHANTAJE_EMOCIONAL
BLOG;si me amaras me perdonarias! Te juro que fue la ultima vez! Fue solo una noche! Por que no confias en mi?;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras me perdonarias! Te juro que fue la ultima vez! Fue solo una noche! Tu nunca me amaste ;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me amaras no me dejarias solo para irte con tus amigas! Cuando amas a alguien pasas todo el dia con esa persona!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me amaras no me dejarías! Me estás quitando la vida! Me voy a matar si me dejas!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me amaras no me harías esto! Ahí se ve que nunca que amaste! Todas las mujeres son iguales!;1;CHANTAJE_EMOCIONAL
TWEET;Si me amaras no te portarías así conmigo no me ignorarías yo sería tu prioridad! Pero se nota que no es asi :(;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras pasarias todo tu tiempo libre conmigo;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras pasarias tu tiempo conmigo tu nunca me amaste! Solo me usaste para no ser una solterona!!;1;CHANTAJE_EMOCIONAL
BLOG;si me amaras pasarias tu tiempo conmigo y no con ellos tu nunca me amaste! Tu no me quieres de verdad…;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras te alejarias de ese tipo que siempre te acecha;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me amaras te darias cuenta que sin ti no soy nada y no me dejarias solo;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me amaras te quedarías conmigo a pesar de todo! Solo fue una vez;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me amaras tendríamos sexo mas seguido estas tan fria conmigo que parece que no me amaras!;1;CHANTAJE_EMOCIONAL
TWEET;si me amaras tendríamos sexo todos los días ahí se ve que no me amas!;1;CHANTAJE_EMOCIONAL
TWEET;Si me amaras yo sería tu prioridad! Pero como no te importo!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me das otra oportunidad te demostraré que puedo cambiar! Si me amaras me darías otra oportunidad!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me dejaras no vale la pena seguir viviendo pero ahí se ve que no te importa lo que pase conmigo y por eso me estás dejando;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;si me dejaras yo me mato! Me mato karen! No me importa la vida si no es a tu lado!;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas ahora luego no estés rogando que volvamos cuando te des cuenta que no eres nadie sin mi;1;CHANTAJE_EMOCIONAL
TWEET;si me dejas entonces me voy a matar!!! Y será porque no me amaste lo suficiente!;1;CHANTAJE_EMOCIONAL
BLOG;si me dejas eres tú la que pierde porque se va a quedar sola yo puedo conseguir a otra mujer en segundos;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me dejas lloraré durante semanas y semanas! Puede que me muera! Eso es lo que quieres?;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato aquí mismo!!! No quieres eso no? ;1;CHANTAJE_EMOCIONAL
TWEET;si me dejas me mato eso quieres? Segura que te gusta alguien más?;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato no puedo vivir sin ti sencillamente no puedo!!!;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas me mato no puedo vivir sin ti sencillamente no puedo!!! No seas culpable de mi suicidio;1;CHANTAJE_EMOCIONAL
TWEET;si me dejas me mato y vivirás con eso toda tu vida…;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me dejas me mato! Asi de simple? Quieres que me mate? Pensaba que me querías :(;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas me mato! Es eso lo que quieres? Ser culpable de mi muerte?!;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato! Es que no te importa? Es que no me amas? Solo me usaste;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato! Me quieres en tu conciencia? Te voy a jalar las patas cuando muera!!!;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas me mato! Que no ves que te estoy pidiendo otra oportunidad? Además fue solo una vez! Ya me disculpé qué mas quieres de mi!;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato! Solo dame una oportunidad! Te juro que voy a cambiar! ?hazlo por nosotros!!!;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas me mato! Solo dame una oportunidad! Te juro que voy a cambiar! Tu confia en mi;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato! Ya para qué vivir si tu no me quieres??;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato!!;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato!!!! Ya para qué vivir? Quieres ser culpable de mi muerte?;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato me tiro de tu ventana para que todos vean que fue por tu culpa mi muerte! Si me dejas serás la única culpable!;1;CHANTAJE_EMOCIONAL
TWEET;si me dejas me muero. Sin ti no puedo vivir no me dejes nunca porque sería el final!;1;CHANTAJE_EMOCIONAL
TWEET;si me dejas me voy a matar! Acaso no te importo? Me vas a dejar? Te digo que me mato y no te importa?;1;CHANTAJE_EMOCIONAL
BLOG;si me dejas me voy a matar! O es que no te importa? Ya lo sabía :(;1;CHANTAJE_EMOCIONAL
CHAT;si me dejas me voy a matar! Quieres llevarme en tu conciencia? Quieres saber que por ti se mató un hombre?;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me dejas me voy a matar!!! Ya para qué quiero vivir!!! Sin ti no vale la pena :(;1;CHANTAJE_EMOCIONAL
TWEET;si me dejas me voy a morir! Te lo ruego! Me mato! No me abandondes!;1;CHANTAJE_EMOCIONAL
CHAT;Si me dejas me voy a suicidar aquí mismo!!! Te van a hechar la culpa! No quieres más problemas apuesto a que no;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me dejas no sé que haré sólo tú me haces sentir mejor te necesito demasiado;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas no vas a tener otra oportunidad! No te das cuenta que nadie más va a quererte?? Nadie!!!;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas nunca nadie va a quererte! Quien iba a quererte si eres asi? Tan enojona?;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas nunca nadie va a quererte! Serás una vieja sola y fea;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me dejas nunca volveré a ser feliz de nuevo! No me amas no? Sino sí te importaría que sea feliz;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas te vas a quedar sola en la vida eso es lo que quieres? Quien mas va a quererte? Eh?;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas te vas a quedar sola toda tu vida yo tengo un montón de mujeres que me ruegan por estar conmigo! Tú te lo pierdes nena!;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas vas a quedarte sola en la vida! Quien mas va a quererte? No me salgas con eso! Si me amaras te quedarías a mi lado para siempre!!!;1;CHANTAJE_EMOCIONAL
BLOG;si me dejas yo me mato y te hechan la culpa! Quieres irte presa?;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me dejas yo me voy a matar y todo sería tu culpa;1;CHANTAJE_EMOCIONAL
TWEET;SI ME DEJAS YO SOY CAPAZ DE MATARME SIN TI MI VIDA NO TIENE SENTIDO NO TE DAS CUENTA QUE TODO ES PORQUE TE AMO DESESPERADAMENTE?;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas la vida no valdría nada para mi! me mato me corto las venas!;1;CHANTAJE_EMOCIONAL
TWEET;Si me dejas me mato asi de simple. Asi de doloroso asi de mucho te amo!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me dejas no respondo de mi vida;1;CHANTAJE_EMOCIONAL
BLOG;Si me dejas soy capaz de matarme. Serías capaz de hacerlo???;1;CHANTAJE_EMOCIONAL
BLOG;si me haces enojar como quieres que me ponga! Acaso quieres que peleemos? Acaso quieres que te deje?;1;CHANTAJE_EMOCIONAL
BLOG;SI ME HUBIERAS AMADO DE VERDAD NO HUBIERA TENIDO QUE BUSCARME A OTRA MUJER! ;1;CHANTAJE_EMOCIONAL
BLOG;si me hubieras querido lo suficiente no me hubiera buscado otra mujer ahora te aguantas;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;si me quisieras entenderías por qué lo hago yo solo hago esto porque te amo demasiado;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me quisieras lo entenderías y me apoyarías pero tu no me quieres;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me quisieras lo harias pero ahí se ve que no me amas;1;CHANTAJE_EMOCIONAL
TWEET;Si me quisieras me perdonarías! Si solo fue una vez! No podemos olvidarlo? Solo perdóname y continuemos como siempre! Si me dejas Nadie te va a querer como yo !!! Piensalo!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si me quisieras me tomarias en cuenta pero esta bien. Si quieres irte vete yo me quedaré aquí solo;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me quisieras no dudarías de mi! Como puedes desconfiar de mi! Estaba borrachoo! Ni siquiera cuenta fue solo una noche te juro que es la ultima vez;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;si me quisieras pasarias todo tu tiempo conmigo pero ahí se ve que no me amas! Solo me usaste!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si me quisieras vendrías a verme todos los fines de semana pero se ve que no me amas;1;CHANTAJE_EMOCIONAL
BLOG;si me tuve que buscar a otra mujer es que tu no me das lo que yo quiero es tu culpa por no quererme lo suficiente;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si necesito algo o me pongo peor voy a urgencia pero tú no te preocupes pásatelo bien. Total a quien le importa lo que me pase no?;1;CHANTAJE_EMOCIONAL
BLOG;Si no fuera por mí tu seguirías sola! Quien mas iba a fijarse en ti? Tan rarita? Y en lugar de amarme como merezco te portas así! Eres una malagradecida!;1;CHANTAJE_EMOCIONAL
TWEET;si no haces lo que te digo te dejo y te quedas sola!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si no haces lo que te estoy diciendo me voy a ir y nadie te va a querer;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si no me das lo que quiero me voy con otra asi de facil nadie más te querria como yo;1;CHANTAJE_EMOCIONAL
BLOG;Si no me obedeces es porque no me amas!! Si me amaras harías lo que te digo!!! :(;1;CHANTAJE_EMOCIONAL
BLOG;si no me obedeces no voy a tener otra opcion que dejarte y tu te vas a quedar sola toda la vida!;1;CHANTAJE_EMOCIONAL
BLOG;si no quieres tirar es porque ya no me quieres tu nunca me amaste :(;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;si no te alejas de ellos es que no me quieres acaso ellos darian la vida por ti? Yo sí lo haría! Tu no me amas :(;1;CHANTAJE_EMOCIONAL
BLOG;si no te comportas voy a tener que dejarte nadie más te va a querer a como estás ahora asi que piensalo bien;1;CHANTAJE_EMOCIONAL
TWEET;Si no te quieres tú primero nadie te va a querer.;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si no vienes a verme me quedaré solo todo el dia solo y sin amor pensé que me querías :(;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si pasa algo malo entre nosotros será tu culpa por provocarme si te comportaras no tendría por qué tratarte mal!;1;CHANTAJE_EMOCIONAL
BLOG;si quieres nomás seguir conmigo porque puedo conseguir a otra mujer en segundos;1;CHANTAJE_EMOCIONAL
BLOG;si quieres que terminemos solo dimelo por tu culpa no estoy siendo el mismo;1;CHANTAJE_EMOCIONAL
TWEET;Si sigues asi creeme que nadie te va a querer vas a quedarte sola y vieja!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si sigues así te voy a dejar y nadie mas va a quererte ya pasaron los mejores años de tu vida;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si sigues portandote así te voy a dejar eso es lo que quieres? Eh?? Quedarte sola en el mundo?;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si somos una pareja debemos compartir siempre para eso estamos juntos. Entonces no puedes tener secretos conmigo que me estás ocultando???;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si te alejo de ellos es por tu bien solo yo te quiero de verdad no quiero que te confundan que te digan que yo soy malo porque solo tu me conoces de verdad confia en mi no te haré daño!;1;CHANTAJE_EMOCIONAL
BLOG;si te llega a pasar algo por desobedecerme es tu culpa no puedes andar provocandome!!!;1;CHANTAJE_EMOCIONAL
TWEET;si te pones tan espesa cojo mis cosas y me largo! Te voy a dejar!;1;CHANTAJE_EMOCIONAL
CHAT;Si te portas bien podría pensar mejor el dejarte no queremos que te quedes sola para siempre no? O si quieres envejecer sola y hacerte vieja? Ah entonces compórtate y colabora!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si te portas bonito nadie se va a enojar ten cuidadito no quieres provocarme;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si te vas con tus amigas yo me quedaré solo  y aburrido sin amor me quedaré sin ti y seré infeliz si me amaras te quedarías conmigo;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Si te vas con tus amigas yo estaré solo  y aburrido acaso no me amas? Si me amaras no me dejarías aquí tirado!;1;CHANTAJE_EMOCIONAL
BLOG;SI TE VAS CON TUS AMIGOS YO ME VOY A QUEDAR SOLO Y ME VOY A SENTIR MAL pero vete! Si tanto quieres irte vete!;1;CHANTAJE_EMOCIONAL
BLOG;si tengo a otra es porque contigo no era suficiente no me dabas todo el amor que necesitaba;1;CHANTAJE_EMOCIONAL
BLOG;SI TENGO OTRA MUJER ES POR TU CULPA! NO ME DISTE TODO DE TI! AHORA NO TE QUEJES!;1;CHANTAJE_EMOCIONAL
BLOG;si tengo otra mujer es por tu culpa por no darme todo de ti yo soy hombre y tengo necesidades de hombre tu no pasabas tiempo conmigo es tu culpa no te quejes;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;Si tu me dejaras yo nunca seria feliz de nuevo! Tu me harias eso? Pensé que me querías! :(;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si tu me dejaras yo nunca volvería a ser feliz! Serías tan mala de hacerme eso? :(;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si tu me dejas no vale la pena seguir viviendo! Me estarías matando!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;si tu me dejas no vale la pena seguir vivo me voy a matar! Tu no me amas si me amaras me perdonarias! Que te cuesta darme otra oportunidad!!!;1;CHANTAJE_EMOCIONAL
BLOG;si tu me hubieras dado suficiente amor no hubiera tenido que buscar a otra mujer;1;CHANTAJE_EMOCIONAL
BLOG;SI TU NO ME DAS LO QUE YO QUIERO TENGO QUE BUSCARLO EN LA CALLE ES TU CULPA ENTONCES NO TE QUEJES;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;SI TU nunca tienes tiempo para mi esas amigas tuyas no nos quieren juntos ESAS SON SUS VERDADERAS INTENCIONES!;1;CHANTAJE_EMOCIONAL
BLOG;si vas me voy a poner mal. Pero como no te importo ve da igual si me muero total ya no me quieres;1;CHANTAJE_EMOCIONAL
TWEET;Si volvemos viviremos nuestro amor plenamente! Por favor bebé no puedes abandonarme! Es que nunca te he importado? Eso parece parece que no me quieres por eso me estás dejando :(;1;CHANTAJE_EMOCIONAL
BLOG;Si yo no estuviera contigo tu estarías sola en la vida eso quieres? Quedarte sola para siempre?;1;CHANTAJE_EMOCIONAL
TWEET;siempre estás haciendo estupideces te voy a dejar y te quedaras sola para siempre;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;siento mucho lo que paso no volvera a suceder te prometo que voy a cambiar perdoname por favor. No ves que si me dejas me muero?;1;CHANTAJE_EMOCIONAL
BLOG;sin mi tu no vas a poder seguir adelante Dejarme es la cosa más tonta que podrías hacer!! Vas a rogarme que volvamos!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Sin ti mi vida no tiene sentido lo mejor es terminarlo todo de una vez. No me dejes porque soy capaz de matarme!;1;CHANTAJE_EMOCIONAL
TWEET;sin ti no puedo vivir regresa conmigo o me voy a matar! Quieres que me mate? Nunca me has querido acaso?;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Sin ti no soy nada enténdelo te necesito no te vayas;1;CHANTAJE_EMOCIONAL
TWEET;Sin ti no soy nada! No me dejes! Te lo suplico te juro que voy a cambiar pero no puedes dejarme! Me voy a matar!!!;1;CHANTAJE_EMOCIONAL
TWEET;sin ti no soy nada! Si me dejas me voy a morir! Es que no me amas? :(;1;CHANTAJE_EMOCIONAL
BLOG;Sin ti no soy nadie no puedes dejarme me voy a matar!!!!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;sin ti no soy nadie no puedes dejarme! Si me dejas me voy a matar!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;sin ti no soy nadie! Si me dejas mi vida se termina! Eso es lo que quieres? Entonces nunca me amaste!;1;CHANTAJE_EMOCIONAL
TWEET;sin tu amor yo me muero si te pasara algo sería el fin de mi vida mi dejaras me mataría;1;CHANTAJE_EMOCIONAL
TWEET;Sola te vas a quedar PARA SIEMPRE QUE PENA ME DAS. TE VOY A DEJAR!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;sola y sin amor asi te vas a quedar! Tu me necesitas nadie mas te va a querer como te quería yo!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;solo dame una oportunidad tú me quieres yo lo sé! No me rechaces más se que tuve mis errores pero no puedes abandonarme? No me quieres acaso?;1;CHANTAJE_EMOCIONAL
TWEET;Solo dime que ya no me amas y me voy se ve que no me quieres;1;CHANTAJE_EMOCIONAL
BLOG;SOLO FUE UNA NOCHE CON ELLA! SI ME AMARAS ME DARIAS OTRA OPORTUNIDAD;1;CHANTAJE_EMOCIONAL
BLOG;SOLO FUI TU DIVERSIÓN DE UN RATO CIERTO? NO ME TOMABAS EN SERIO! NUNCA TE IMPORTÉ!;1;CHANTAJE_EMOCIONAL
TWEET;solo me has usado desde el comienzo eres una aprovechada! Yo te di mi corazón y para ti no fue más que un juguete! Todas las mujeres son iguales!!!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;solo recibes lo que mereces por como te has portado conmigo;1;CELOS
CHAT;Solo te pido otra oportunidad! Solo fue una vez ni que te hubiera sido infiel! No imagino una vida sin ti no puedo alejarme de ti por favor entiendelo te necesito! No me dejes!!!;1;CHANTAJE_EMOCIONAL
BLOG;solo una noche estuve con ella! Te juro que no va a volver a pasar! Pero no me dejes que me muero!;1;CHANTAJE_EMOCIONAL
TWEET;solo una noche estuve con ella! Te juro que no va a volver a pasar! Pero no me dejes que no ves que me puedo morir sin ti?;1;CHANTAJE_EMOCIONAL
TWEET;solo yo te puedo entender de verdad no les creas ellos lo que quieres es separarnos!;1;CHANTAJE_EMOCIONAL
BLOG;Solo yo te puedo querer de verdad cualquiera que te diga lo contraria es que no te conoce! No dejes morir nuestro amor! ;1;CHANTAJE_EMOCIONAL
TWEET;Solo yo te puedo querer de verdad ellos no te entienden! No te conocen de verdad! Yo solo te cuidaba por tu bien! ;1;CHANTAJE_EMOCIONAL
BLOG;Soy lo mejor que te pudo haber pasado y así me tratas? Eres una malagradecida! Yo di todo por ti y tú pensando en abandonarme?;1;CHANTAJE_EMOCIONAL
TWEET;Soy lo peor pero te juro que voy a cambiar por ti y por nosotros pero no me dejes nunca te lo suplico sin ti no puedo vivir! Perdoname fue la ultima vez! Nadie me quiere! ;1;CHANTAJE_EMOCIONAL
TWEET;Soy todo lo que tienes!!! Quien mas iba a quererte como te quiero yo? NADIE!! ;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Tan solo estaba estresado por el trabajo y por eso dije todas esas cosas. No te lo vas a tomar a pecho o si? Por qué no me entiendes?;1;CHANTAJE_EMOCIONAL
TWEET;Te acordarás siempre de que nadie te va a querer como yo lo hacía. Te arrepentirás de dejarme ir!!! Te sentirás sola!!!;1;CHANTAJE_EMOCIONAL
TWEET;Te aseguro que nadie te va a querer tantocomo yo lo hacía te vas a sentir sola! Como yo me sentí cuando me abandonaste!;1;CHANTAJE_EMOCIONAL
BLOG;Te crees la gran cosa? Me voy a largar! Te vas a quedar sola y así vas a terminar! Eso quieres?;1;CHANTAJE_EMOCIONAL
BLOG;TE DI DE TODO PERO ERES UNA MALAGRADECIDA QUÉ TE COSTÓ AMARME MÁS? ;1;CHANTAJE_EMOCIONAL
BLOG;TE DI TODO PERO ERES UNA EGOÍSTA SOLO PENSABAS EN TI MISMA! YO NUNCA TE IMPORTÉ! :(;1;CHANTAJE_EMOCIONAL
BLOG;te Doy verguenza acaso Rafaella? Porque no entiendo por qué siempre me dejas de lado! No me quieres mostrar a tus amigos :(;1;CHANTAJE_EMOCIONAL
TWEET;Te enojas por todo así nadie te va a querer! Acaso quieres terminar sola y vieja en la vida? Pues haz caso;1;CHANTAJE_EMOCIONAL
BLOG;TE FRIEGAS SIN MI TE VAS A QUEDAR SOLA Y SIN MIA VER QUÉ VA A SER DE TI! No vas a saber qué hacer!;1;CHANTAJE_EMOCIONAL
PÁGINA WEB DE APOYO PSICOLÓGICO;Te he dado todo y así es como me tratas? No me quisiste nunca verdad?;1;CHANTAJE_EMOCIONAL
BLOG;Te juro que cambiaré por ti si me das solo un oportunidad! Seré un hombre nuevo!!!! HAZLO POR NOSOTROS ?;1;CHANTAJE_EMOCIONAL
BLOG;Si yo nunca te he mentido es que no confías en mi? Si me amaras confiarías en mi :(;1;CHANTAJE_EMOCIONAL
TWEET;te juro que es la ultima vez voy a cambiar! Es que no me amas? Si me amaras me perdonarias;1;CHANTAJE_EMOCIONAL
BLOG;te juro que es la ultima vez voy a cambiar! Es que no me amas? Si me amaras me perdonarias entonces nunca me amaste…;1;CHANTAJE_EMOCIONAL
TWEET;te juro que esta es la ultima POR FAVOR TAN SOLO NO ME DEJES! SOLO NO VOY A PODER CAMBIAR! TU ME DAS LAS FUERZAS PARA SER MEJOR! NO VES QUE TE NECESITO??;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que esta es la última vez! Pero no me dejes! Sin ti me voy a matar! No puedes abandondarme así a mi suerte!!! ;1;CHANTAJE_EMOCIONAL
BLOG;Te juro que esta es la última vez! Pero no me dejes! Sin ti me voy a matar! No puedes abandondarme así! Quieres verme muerto?;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;te juro que esta será la ultima vez! Voy a cambiar te lo prometo! Por ti seré otro pero no me vayas a dejar!;1;CHANTAJE_EMOCIONAL
PAGINAS_APOYO_PSICOLOGICO;te juro que esta vez si voy a cambiar pero no me dejes! Te lo ruego! Sin ti no soy nadie!;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que esta vez si voy a cambiar pero no puedo solo te necesito! Yo te necesito para ser mejor no me dejes ahora que no saldré de esta sin ti;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que esta vez si voy a cambiar tu nunca me amaste entonces me vas a dar una segunda oportunidad? Nadie me quiere;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que nadie te va a querer como yo. Como puedes pensar en dejarme? Nada para ti sería igual! Tendrías que arreglártelas sola!;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que no la amo a ella perdóname no volverá a pasar te lo juro! Es que no me amas?;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que no puedo vivir sin ti te necesito si no vuelves para mí todo habrá terminado! No podré seguir viviendo! Te lo suplico!;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que no quería fue solo una noche y estaba borracho! Te juro que voy a cambiar! Pero perdoname es que no me amas?;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que no quiero que te pase Nada te juro que voy a cambiar pero vuelve conmigo no puedes dejarme asi es que nunca me amaste?;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que no quiero que te pase Nada te juro que voy a cambiar pero vuelve!! No soy nada sin ti no sirvo no puedo vivir;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que SERÉ DIFERENTE DE AQUÍ EN ADELANTE por ti seré otro pero no me dejes! TE LO SUPLICO;1;CHANTAJE_EMOCIONAL
BLOG;te juro que si me dejas yo me mato! Eso quieres? Ser la culpable de un suicidio?;1;CHANTAJE_EMOCIONAL
BLOG;Te juro que todo va a ser diferente todo pero no me dejes! Sin ti no puedo cambiar! TE NECESITO! ?;1;CHANTAJE_EMOCIONAL
TWEET;Te juro que todo va a ser diferente todo pero TIENES QUE CONFIAR EN MI LOS DEMÁS NO SON TUS AMIGOS SOLO TE QUIEREN USAR!;1;CHANTAJE_EMOCIONAL
